ID,Sports,Interview Text,Speaker,Type,Labels,text_length,cleaned_text,tokens
534,Tennis," I thought I had a chance to go in the fifth set, especially with the breakpoint in the next game.",BORIS BECKER,Individual,4,98,thought chance fifth set especially breakpoint next game,"['thought', 'chance', 'fifth', 'set', 'especially', 'breakpoint', 'next', 'game']"
535,Cricket,"Yeah, obviously it feels great when you do something for your Team, and yeah, I'm really looking forward for the semis now.",RADHA YADAV,Team,5,123,yeah obviously feel great when something team yeah really looking forward semi,"['yeah', 'obviously', 'feel', 'great', 'when', 'something', 'team', 'yeah', 'really', 'looking', 'forward', 'semi']"
536,Tennis,"  It was a little bit luck that -- Todd normally plays with Arantxa and Arantxa decided not to play the mixed over here, so Todd was deciding to play or not to play the mixed and then--",HELENA SUKOVA,Individual,4,185,little bit luck todd normally play arantxa arantxa decided play mixed todd deciding play play mixed,"['little', 'bit', 'luck', 'todd', 'normally', 'play', 'arantxa', 'arantxa', 'decided', 'play', 'mixed', 'todd', 'deciding', 'play', 'play', 'mixed']"
537,Basketball,"  I was talking to Sue about it before we finished.  I talked to Cathy [Engelbert] about it before my Podcast.  To be able to be the 2020 WNBA champs, it's a huge gold star next to that.",BREANNA STEWART,Team,4,186,talking sue finished talked cathy engelbert podcast able wnba champ huge gold star next,"['talking', 'sue', 'finished', 'talked', 'cathy', 'engelbert', 'podcast', 'able', 'wnba', 'champ', 'huge', 'gold', 'star', 'next']"
538,Baseball," I've got a bunch of family in town, so I'll probably just be at home and entertain all of the family that I've got in town.",ROD BARAJAS,Team,7,124,got bunch family town probably home entertain family got town,"['got', 'bunch', 'family', 'town', 'probably', 'home', 'entertain', 'family', 'got', 'town']"
539,Lacrosse,"Yeah, I think those guys both came into our program a little unsure of what their role would be.  They're both very humble and quiet kids.  Credit that's guys for bringing your younger defensemen along.",ANDY SHAY,Team,5,202,yeah think guy came program little unsure what role would humble quiet kid credit guy bringing younger defensemen along,"['yeah', 'think', 'guy', 'came', 'program', 'little', 'unsure', 'what', 'role', 'would', 'humble', 'quiet', 'kid', 'credit', 'guy', 'bringing', 'younger', 'defensemen', 'along']"
540,Basketball,"  He's a competitor.  What he's trying to do -- you tip your hat to a guy like that.  Obviously, it's a terrible time going down with an injury.  An injury of that caliber obviously hinders you a little bit.",JAE CROWDER,Team,3,207,competitor what trying tip hat guy like obviously terrible time going injury injury caliber obviously hinders little bit,"['competitor', 'what', 'trying', 'tip', 'hat', 'guy', 'like', 'obviously', 'terrible', 'time', 'going', 'injury', 'injury', 'caliber', 'obviously', 'hinders', 'little', 'bit']"
541,Cricket,"This was the first time we've played in these conditions, and it's very different than ours. Usually we have the series, more series in Asia.",SALMA KHATUN,Team,4,141,first time played condition different usually series series asia,"['first', 'time', 'played', 'condition', 'different', 'usually', 'series', 'series', 'asia']"
542,Golf,"I think so.  I shot 66 and I was winning so I knew I was going to qualify, so I came straight over and practiced a little bit and got some free clubs and the whole bit.",JONATHAN BYRD,Individual,2,168,think shot winning knew going qualify came straight practiced little bit got free club whole bit,"['think', 'shot', 'winning', 'knew', 'going', 'qualify', 'came', 'straight', 'practiced', 'little', 'bit', 'got', 'free', 'club', 'whole', 'bit']"
543,Tennis," Because they was playing volleyball in the big club in France and the first activity was the tennis, so I start with my girlfriend because they was playing tennis so I was playing tennis with them.",CEDRIC PIOLINE,Individual,7,198,playing volleyball big club france first activity tennis start girlfriend playing tennis playing tennis,"['playing', 'volleyball', 'big', 'club', 'france', 'first', 'activity', 'tennis', 'start', 'girlfriend', 'playing', 'tennis', 'playing', 'tennis']"
544,Baseball,"Well, I think I would characterize it as a tale of two cities. I think as between the negotiating committees, the dialogue has gotten a little more positive in the most recent set of meetings.",ROB MANFRED,Team,7,192,well think would characterize tale two city think negotiating committee dialogue gotten little positive recent set meeting,"['well', 'think', 'would', 'characterize', 'tale', 'two', 'city', 'think', 'negotiating', 'committee', 'dialogue', 'gotten', 'little', 'positive', 'recent', 'set', 'meeting']"
545,Tennis, I think it is difficult to say because I think he is second tournament.  I don't know how many tournaments he played.,JAIME ONCINS,Individual,2,118,think difficult say think second tournament know how many tournament played,"['think', 'difficult', 'say', 'think', 'second', 'tournament', 'know', 'how', 'many', 'tournament', 'played']"
546,Auto Racing,"I feel a lot better after today, getting out of here with a good day, leading laps here. I feel good about that leading into next week.",KEVIN HARVICK,Blended,5,135,feel lot better today getting good day leading lap feel good leading next week,"['feel', 'lot', 'better', 'today', 'getting', 'good', 'day', 'leading', 'lap', 'feel', 'good', 'leading', 'next', 'week']"
547,Cricket,"So, yeah, the pitch will probably play the same for both Teams. So it's just a matter of consistency on our part to do well in all aspects of the game.",SORNNARIN TIPPOCH,Team,6,151,yeah pitch probably play team matter consistency part well aspect game,"['yeah', 'pitch', 'probably', 'play', 'team', 'matter', 'consistency', 'part', 'well', 'aspect', 'game']"
548,Baseball,"I don't know. Everyone is a little bit different, honestly. You just try and get to know one another and try and be authentic and explain who we are, try and find out about the player.",AARON BOONE,Team,5,184,know everyone little bit different honestly try get know one another try authentic explain who try find player,"['know', 'everyone', 'little', 'bit', 'different', 'honestly', 'try', 'get', 'know', 'one', 'another', 'try', 'authentic', 'explain', 'who', 'try', 'find', 'player']"
549,Volleyball,"This Team had such a great year, and to end like that -- they are a great Team. I just wish we could have responded like we have been.",LOGAN EGGLESTON,Team,5,134,team great year end like great team wish could responded like,"['team', 'great', 'year', 'end', 'like', 'great', 'team', 'wish', 'could', 'responded', 'like']"
550,Baseball,"Yeah, just in general terms if you look at a lineup and you have -- the fewer guys you have to game plan for, you know, the easier it is to navigate a game on the other side.",MIKE SHILDT,Team,1,174,yeah general term look lineup fewer guy game plan know easier navigate game side,"['yeah', 'general', 'term', 'look', 'lineup', 'fewer', 'guy', 'game', 'plan', 'know', 'easier', 'navigate', 'game', 'side']"
551,Hockey,"I don't think I'll be able to describe what it's going to be like.  I know from what I've seen, I've been very, very impressed.  We're excited to get back home and show what this town's about.",RYAN O'REILLY,Team,5,192,think able describe what going like know what seen impressed excited get back home show what town,"['think', 'able', 'describe', 'what', 'going', 'like', 'know', 'what', 'seen', 'impressed', 'excited', 'get', 'back', 'home', 'show', 'what', 'town']"
552,Baseball,Certainly know who they are. This is certainly about our young core. Those two guys are part of it. They're probably the next wave of players coming.,SCOTT SERVAIS,Team,2,149,certainly know who certainly young core two guy part probably next wave player coming,"['certainly', 'know', 'who', 'certainly', 'young', 'core', 'two', 'guy', 'part', 'probably', 'next', 'wave', 'player', 'coming']"
553,Tennis," Well, as far as I am concerned importance of the tournament and the kind of the player I beat today, yes.",KAREL NOVACEK,Individual,4,106,well far concerned importance tournament kind player beat today yes,"['well', 'far', 'concerned', 'importance', 'tournament', 'kind', 'player', 'beat', 'today', 'yes']"
554,Lacrosse,"Yeah, it was a lot different this year.  We had the experience.  We knew what the crowd was going to be like.  We actually practiced with crowd noise on our last practice at home.",JAMES BASSETT,Team,1,179,yeah lot different year experience knew what crowd going like actually practiced crowd noise last practice home,"['yeah', 'lot', 'different', 'year', 'experience', 'knew', 'what', 'crowd', 'going', 'like', 'actually', 'practiced', 'crowd', 'noise', 'last', 'practice', 'home']"
555,Baseball,"I'm glad he told you that. I talked to him today, he says he feels real good. He's going to go. And he's going to pitch. And we'll see how far he can take us.",DAVE MARTINEZ,Team,2,158,glad told talked today say feel real good going going pitch see how far take,"['glad', 'told', 'talked', 'today', 'say', 'feel', 'real', 'good', 'going', 'going', 'pitch', 'see', 'how', 'far', 'take']"
556,Baseball,"We're counting on Cano. He's another guy that had a bad year last year. Knowing him, knowing his preparation, I have no doubt he'll show up at Spring Training ready to go.",CARLOS BELTRAN,Team,2,171,counting cano another guy bad year last year knowing knowing preparation doubt show spring training ready,"['counting', 'cano', 'another', 'guy', 'bad', 'year', 'last', 'year', 'knowing', 'knowing', 'preparation', 'doubt', 'show', 'spring', 'training', 'ready']"
557,Tennis," He was out today and hopefully get a chance to see him in the next couple of days, I wanted to go last night, but -- obviously I had a match.",JIM COURIER,Individual,4,142,today hopefully get chance see next couple day wanted last night obviously match,"['today', 'hopefully', 'get', 'chance', 'see', 'next', 'couple', 'day', 'wanted', 'last', 'night', 'obviously', 'match']"
558,Golf,"I think I might have been in 2000.  I think I was the oldest guy.  Nick Price was there, and I think I have him by maybe four or five months in age.",LOREN ROBERTS,Individual,7,148,think might think oldest guy nick price think maybe four five month age,"['think', 'might', 'think', 'oldest', 'guy', 'nick', 'price', 'think', 'maybe', 'four', 'five', 'month', 'age']"
559,Baseball,"Like I said, I just don't -- I don't want to make this about one play. It was a big play. I just don't want to make it about one play.",DAVE MARTINEZ,Team,4,134,like said want make one play big play want make one play,"['like', 'said', 'want', 'make', 'one', 'play', 'big', 'play', 'want', 'make', 'one', 'play']"
560,Tennis," I didn't about that.  I just tried to play it point by point to see the next point and don't think about beyond five sets, four sets, beat Jim Courier just --",CEDRIC PIOLINE,Individual,4,159,tried play point point see next point think beyond five set four set beat jim courier,"['tried', 'play', 'point', 'point', 'see', 'next', 'point', 'think', 'beyond', 'five', 'set', 'four', 'set', 'beat', 'jim', 'courier']"
